38,1653
300,4279
344,3756
345,4053
382,1527
386,3985
440,3470
454,2576
576,4287
636,2568
639,2111
736,3591
763,4121
918,2458
1060,3760
1096,4798
1416,4842
1459,3128
1503,4836
1570,4810
1574,5121
1660,4271
1745,3998
1770,4842
1836,4760
2063,4978
2124,5344
2133,4394
2154,4544
2243,4972
2278,3365
2317,5555
2372,3882
2376,4265
2380,4354
2475,5374
2502,4619
2566,4893
2628,6598
2686,4394
2724,4443
2853,4057
2889,3995
2903,4149
2941,5225
3000,4276
3014,5384
3022,4366
3092,4546
3125,4856
3136,6715
3148,5534
3170,7148
3173,6934
3199,5304
3219,6897
3265,4957
3327,5804
3372,6997
3422,5163
3460,7123
3523,4919
3573,4733
3589,7233
3629,6590
3656,7058
3763,6712
3914,7730
3947,7608
3982,6957
4040,5973
4049,5345
4066,5545
4068,5461
4068,7670
4069,6631
4074,6335
4076,7793
4089,7620
4092,7759
4129,7703
4140,5167
4170,5705
4187,7689
4190,5426
4193,7973
4202,5482
4206,7948
4206,7454
4207,7523
4214,7561
4222,7377
4242,5907
4248,7727
4250,5508
4254,6430
4266,5741
4268,7883
4269,7564
4287,8105
4301,5912
4336,6947
4350,8064
4357,8176
4360,7914
4367,6920
4374,8127
4391,7145
4400,7311
4403,5573
4415,5768
4417,5788
4424,7393
4428,7699
4431,8106
4435,5547
4440,8378
4459,7219
4467,7366
4467,5707
4470,5672
4476,6441
4495,6394
4529,7588
4533,6952
4542,6770
4546,6522
4561,6923
4562,7930
4578,7416
4585,8021
4592,8005
4599,8214
4599,7912
4600,5735
4606,6311
4606,8220
4612,6349
4615,7354
4625,7670
4634,7855
4648,6253
4673,8328
4674,7901
4677,7345
4696,7853
4716,7028
4734,6539
4746,8432
4750,6176
4754,7067
4773,7095
4788,7176
4789,8550
4798,5942
4801,6281
4816,8733
4828,7005
4831,8406
4835,7801
4838,6389
4838,7810
4845,6896
4854,7377
4861,6531
4875,8340
4884,5977
4888,5899
4889,6485
4905,8336
4915,6938
4921,7240
4924,8496
4933,8907
4939,8897
4942,6174
4944,8077
4949,6090
4973,7352
4975,8873
4976,8503
4981,7966
4984,6272
5007,8086
5009,6967
5011,7512
5011,6467
5015,7450
5016,7162
5016,6899
5028,8860
5054,8855
5068,7250
5076,8861
5085,6349
5093,9091
5100,6723
5101,8911
5103,7449
5110,6321
5118,8026
5119,6564
5137,8478
5142,7779
5145,7432
5145,9095
5151,8158
5152,8415
5156,6336
5157,8386
5157,8602
5157,7964
5167,7007
5168,8924
5202,8731
5211,9171
5219,9100
5226,6786
5237,9143
5241,6857
5264,6440
5267,6943
5282,7065
5284,9108
5285,6516
5287,7639
5289,6604
5317,6991
5318,6760
5318,8526
5318,8355
5329,8167
5334,8232
5340,8522
5358,7923
5360,8969
5362,8058
5371,7331
5418,8507
5423,7817
5445,8375
5463,8955
5468,7236
5482,7659
5488,8000
5503,8773
5511,7714
5514,7021
5519,6699
5522,7777
5531,7868
5533,6756
5539,8879
5540,7799
5557,7741
5564,9506
5569,8922
5583,6923
5590,8198
5597,8361
5601,9261
5605,6691
5610,9157
5613,8331
5626,7822
5640,9159
5642,9197
5649,7454
5663,6881
5665,9511
5674,9567
5684,7554
5700,8747
5705,9287
5710,8013
5717,9021
5718,8992
5721,7822
5722,7192
5746,7512
5747,9049
5761,8576
5771,7612
5779,7484
5791,9498
5795,7449
5799,8006
5801,8668
5829,8589
5834,8089
5839,9665
5847,9371
5853,8907
5855,8542
5884,7039
5885,8085
5888,7451
5888,7956
5906,9303
5922,8162
5934,9419
5936,8291
5973,9783
5977,9791
6009,9797
6014,8352
6028,8487
6042,8385
6054,8415
6064,7284
6081,9066
6084,8923
6087,7474
6095,8717
6099,7307
6107,8285
6107,7500
6121,9713
6123,9059
6124,7948
6129,7949
6134,7363
6137,8350
6141,7812
6150,8298
6152,9695
6158,7647
6159,9562
6160,7230
6168,7228
6181,8562
6188,9276
6189,9388
6203,9310
6204,8268
6215,7428
6218,7926
6232,8250
6234,7244
6237,7841
6246,8906
6246,9172
6248,10222
6260,9906
6270,10236
6276,7768
6279,7882
6288,9317
6289,8554
6289,10275
6299,7766
6301,8227
6301,8041
6311,8304
6316,7710
6326,9296
6348,7369
6356,8066
6356,7642
6357,8750
6361,9468
6363,9609
6377,7443
6388,9245
6388,9737
6400,9904
6406,9016
6460,10007
6475,9331
6509,9680
6522,10418
6526,10302
6531,9764
6533,10270
6560,7791
6563,8833
6566,10287
6570,9591
6571,10553
6577,8846
6579,8970
6584,9770
6595,8453
6597,8836
6605,9647
6609,8705
6610,9830
6620,10407
6623,9809
6640,9091
6697,9354
6708,7814
6714,8071
6715,7807
6726,9551
6747,10071
6751,9305
6754,9661
6759,10472
6771,10250
6793,9919
6793,8777
6796,10552
6797,7831
6798,8957
6800,10387
6813,8865
6820,8377
6847,8018
6852,8600
6853,8818
6861,8245
6862,10381
6862,10780
6864,8231
6865,9978
6866,10226
6884,9033
6891,8843
6907,10299
6916,10872
6925,8946
6950,9529
6955,10421
6962,9057
6962,10449
6964,9090
6967,10667
6990,9288
6995,9378
7011,9491
7045,9374
7053,10156
7055,8350
7060,8608
7063,10605
7079,9578
7090,10160
7097,11047
7122,10536
7126,8430
7127,10317
7144,9545
7147,9262
7150,10055
7166,9474
7174,8655
7186,10544
7193,10851
7216,10033
7217,8927
7218,11171
7218,9749
7219,11066
7220,11019
7227,8594
7248,8774
7258,9122
7258,10527
7260,10916
7260,8561
7269,9550
7286,10230
7299,9322
7304,10725
7312,8817
7318,10674
7327,10066
7341,8700
7351,9566
7352,9454
7363,9325
7369,8794
7380,10087
7392,8671
7397,9547
7400,10660
7404,10380
7412,9505
7414,9428
7417,11185
7425,11302
7429,9875
7444,10677
7459,10128
7459,9292
7478,8983
7483,11203
7492,11277
7514,10749
7515,9231
7521,9807
7529,10272
7539,9138
7544,9018
7549,9960
7549,9628
7551,8628
7560,11519
7566,8696
7566,8592
7569,10444
7570,10821
7576,11356
7580,8630
7587,10375
7603,9211
7605,10886
7622,10568
7629,8862
7637,10006
7638,9161
7640,10799
7642,8674
7647,11388
7649,10030
7656,9631
7659,9367
7663,11106
7665,11111
7675,10480
7710,9014
7728,10932
7732,10235
7743,10143
7752,11347
7752,9554
7773,10504
7773,10507
7780,11564
7783,11095
7783,11549
7784,10269
7796,9234
7804,10713
7805,9158
7808,10591
7812,10118
7820,9142
7828,10930
7845,9341
7864,10852
7872,10325
7873,10847
7893,10521
7893,11366
7899,10665
7903,11377
7903,9123
7903,10057
7913,11441
7914,9073
7926,9970
7927,10200
7932,10858
7940,9908
7944,10305
7959,9079
7963,9553
7966,9508
7968,11211
7972,10742
7982,9436
7983,9264
7984,11089
7989,9817
8000,11184
8005,10926
8009,9801
8010,11407
8011,9039
8036,10948
8042,11162
8063,9477
8068,11580
8072,10944
8081,12003
8082,10496
8084,9524
8091,10629
8092,10124
8099,12071
8099,9342
8101,10711
8105,10181
8111,9928
8115,9574
8116,11071
8121,9494
8123,9864
8129,9212
8131,9239
8136,12059
8141,11823
8144,11123
8152,10942
8154,9788
8156,11233
8159,11969
8164,11601
8165,9470
8165,10272
8167,9729
8174,10707
8176,11683
8180,9742
8183,10438
8187,12152
8201,10203
8218,11732
8225,10275
8241,10523
8264,10590
8274,10519
8286,10975
8287,11724
8288,10889
8301,10426
8304,10019
8306,10238
8307,9697
8313,11833
8313,11425
8313,11673
8323,12036
8325,10654
8346,11251
8346,10490
8353,11724
8359,11180
8361,10351
8362,10692
8380,10535
8382,11553
8395,10716
8400,10891
8401,11192
8421,11002
8424,12160
8434,9965
8435,9944
8436,10060
8436,11568
8447,11100
8458,9955
8460,11269
8473,9783
8479,10910
8480,10763
8503,9908
8511,12107
8513,11667
8513,10801
8518,10179
8522,11958
8557,11288
8561,11451
8566,10832
8569,9805
8569,10631
8583,9997
8604,9705
8608,11076
8611,11128
8624,11119
8624,11390
8626,11448
8626,12120
8627,11648
8627,11512
8628,11314
8631,10672
8631,12359
8632,9850
8637,10539
8653,11076
8656,9860
8657,11621
8663,10172
8675,11892
8701,12272
8701,11360
8702,11959
8702,11840
8705,10114
8705,12363
8707,9758
8711,12172
8714,11487
8721,11604
8723,11555
8728,12297
8729,10663
8738,9946
8739,12131
8753,12699
8773,11081
8776,9879
8776,11287
8780,11471
8780,10303
8783,12632
8789,10268
8795,10104
8797,12271
8799,11922
8801,11645
8812,11341
8823,11389
8827,10750
8828,10927
8849,11607
8854,12318
8868,12398
8869,11015
8903,11978
8904,10198
8906,10763
8909,12448
8911,12221
8912,10805
8916,10166
8929,11736
8932,11781
8948,11948
8954,10688
8955,12840
8958,12905
8968,12341
8969,11191
8975,11521
8979,11188
8984,12913
8987,12595
8994,12595
8996,10639
9001,10100
9032,11598
9040,12866
9041,12056
9059,12073
9064,11551
9066,12852
9067,12169
9069,12678
9072,11514
9074,12192
9086,11625
9097,12990
9113,10446
9121,11818
9125,11638
9127,12319
9131,11288
9145,12060
9159,12555
9160,12186
9163,11174
9164,10473
9168,12125
9172,12537
9190,12722
9191,11425
9194,12960
9198,11458
9200,10488
9222,10516
9226,12307
9230,12636
9242,10776
9246,12622
9247,13247
9254,13214
9266,12755
9267,13266
9271,11283
9271,12281
9292,10745
9297,11479
9299,12012
9300,12530
9307,11227
9307,11566
9308,13099
9318,11031
9318,12304
9329,10537
9333,12352
9344,11432
9347,11385
9353,12878
9354,10721
9358,12141
9361,11808
9365,12718
9365,12404
9372,12998
9376,13214
9376,12902
9385,11953
9395,12004
9398,10759
9401,12016
9403,10553
9411,11794
9411,12302
9413,13015
9418,10590
9420,12874
9425,10713
9437,12117
9438,12272
9440,12996
9446,11260
9448,12449
9450,10603
9458,12611
9462,10483
9480,12490
9485,12008
9490,12432
9495,12010
9496,11425
9498,12752
9511,10750
9515,12884
9525,13325
9526,11475
9527,12692
9527,13419
9529,11038
9538,11303
9540,13045
9542,12379
9554,11127
9563,11747
9571,11681
9574,11484
9578,11555
9585,12593
9593,11333
9596,10945
9597,11393
9603,12068
9604,13392
9609,10674
9611,13352
9611,12727
9613,11679
9615,12768
9618,10914
9639,11788
9639,11619
9644,12950
9645,10870
9645,11416
9653,12797
9656,11354
9659,11188
9667,12087
9673,11682
9681,11926
9690,11657
9697,12883
9701,13199
9703,13188
9705,11846
9707,10966
9710,10855
9718,13043
9726,13210
9732,11459
9741,12883
9764,13390
9768,13456
9768,12472
9770,10806
9773,11122
9791,11560
9792,13710
9794,13666
9795,11867
9802,13276
9807,13258
9812,12371
9816,12624
9822,11554
9831,11353
9833,11396
9838,13223
9838,13327
9839,13490
9845,11062
9846,12865
9849,11348
9859,11985
9860,11826
9861,12508
9865,13202
9866,13858
9868,12092
9870,13195
9872,12130
